,Date,Time,NOx.GT,PT08.S3.NOx,NO2.GT,PT08.S4.NO2,T,RH,AH
2598,27/06/2004,00.00.00,120.0,728.0,97.0,1830.0,26.5,44.8,1.528
2599,27/06/2004,01.00.00,71.0,776.0,75.0,1750.0,25.5,47.6,1.5318
2600,27/06/2004,02.00.00,40.0,873.0,53.0,1638.0,25.2,47.8,1.5076
2601,27/06/2004,03.00.00,-200.0,848.0,-200.0,1685.0,23.2,53.7,1.5046
2602,27/06/2004,04.00.00,34.0,975.0,45.0,1522.0,23.2,52.3,1.4668
2603,27/06/2004,05.00.00,27.0,1127.0,42.0,1490.0,24.0,50.3,1.4811
2604,27/06/2004,06.00.00,30.0,1088.0,44.0,1496.0,23.5,51.2,1.4634
2605,27/06/2004,07.00.00,40.0,1083.0,50.0,1511.0,23.5,50.8,1.452
2606,27/06/2004,08.00.00,56.0,913.0,60.0,1634.0,24.7,47.6,1.4597
2607,27/06/2004,09.00.00,104.0,823.0,100.0,1688.0,27.2,41.1,1.4611
2608,27/06/2004,10.00.00,121.0,782.0,111.0,1771.0,31.0,32.4,1.4294
2609,27/06/2004,11.00.00,100.0,844.0,110.0,1648.0,35.2,24.8,1.3854
2610,27/06/2004,12.00.00,59.0,991.0,74.0,1486.0,37.8,18.5,1.1977
2611,27/06/2004,13.00.00,42.0,1195.0,56.0,1285.0,39.0,15.1,1.0424
2612,27/06/2004,14.00.00,38.0,1175.0,50.0,1339.0,41.3,12.8,0.9933
2613,27/06/2004,15.00.00,40.0,1163.0,54.0,1294.0,41.8,11.9,0.9476
2614,27/06/2004,16.00.00,70.0,967.0,90.0,1488.0,42.2,14.2,1.1609
2615,27/06/2004,17.00.00,95.0,916.0,109.0,1537.0,41.4,15.5,1.2089
2616,27/06/2004,18.00.00,90.0,879.0,110.0,1609.0,38.9,21.4,1.4605
2617,27/06/2004,19.00.00,90.0,799.0,103.0,1685.0,34.3,26.0,1.3865
2618,27/06/2004,20.00.00,111.0,799.0,120.0,1695.0,32.7,27.7,1.3439
2619,27/06/2004,21.00.00,135.0,761.0,134.0,1784.0,30.5,30.4,1.3031
2620,27/06/2004,22.00.00,146.0,777.0,137.0,1751.0,29.0,33.6,1.3277
2621,27/06/2004,23.00.00,100.0,830.0,99.0,1636.0,28.2,36.6,1.3781
2622,28/06/2004,00.00.00,69.0,857.0,78.0,1616.0,27.2,38.9,1.3821
2623,28/06/2004,01.00.00,47.0,952.0,63.0,1508.0,26.7,40.0,1.3754
2624,28/06/2004,02.00.00,26.0,1049.0,41.0,1444.0,26.0,41.2,1.3598
2625,28/06/2004,03.00.00,-200.0,1068.0,-200.0,1464.0,22.8,50.1,1.3677
2626,28/06/2004,04.00.00,24.0,1079.0,39.0,1438.0,24.0,46.6,1.37
2627,28/06/2004,05.00.00,55.0,1075.0,60.0,1447.0,24.0,46.4,1.3689
2628,28/06/2004,06.00.00,47.0,984.0,54.0,1552.0,23.7,47.1,1.3602
2629,28/06/2004,07.00.00,209.0,603.0,119.0,2172.0,23.6,47.3,1.3634
2630,28/06/2004,08.00.00,348.0,503.0,159.0,2568.0,25.5,43.1,1.3891
2631,28/06/2004,09.00.00,337.0,565.0,182.0,2199.0,28.5,36.8,1.4128
2632,28/06/2004,10.00.00,280.0,671.0,183.0,1907.0,32.6,28.0,1.3566
2633,28/06/2004,11.00.00,169.0,751.0,144.0,1795.0,36.3,23.4,1.3902
2634,28/06/2004,12.00.00,126.0,770.0,118.0,1748.0,37.5,21.5,1.3673
2635,28/06/2004,13.00.00,108.0,770.0,106.0,1773.0,39.6,19.0,1.3447
2636,28/06/2004,14.00.00,93.0,793.0,97.0,1739.0,40.1,19.3,1.4013
2637,28/06/2004,15.00.00,112.0,741.0,129.0,1820.0,40.4,20.0,1.4854
2638,28/06/2004,16.00.00,110.0,772.0,130.0,1720.0,39.9,20.1,1.4495
2639,28/06/2004,17.00.00,188.0,670.0,163.0,1905.0,39.1,19.6,1.3542
2640,28/06/2004,18.00.00,203.0,640.0,160.0,2023.0,37.0,21.9,1.3503
2641,28/06/2004,19.00.00,167.0,635.0,140.0,2067.0,33.9,26.8,1.3899
2642,28/06/2004,20.00.00,116.0,687.0,115.0,1912.0,31.9,30.6,1.4201
2643,28/06/2004,21.00.00,89.0,754.0,92.0,1760.0,29.7,33.9,1.3874
2644,28/06/2004,22.00.00,103.0,744.0,99.0,1786.0,28.6,36.8,1.416
2645,28/06/2004,23.00.00,100.0,745.0,96.0,1790.0,27.8,38.7,1.4187
2646,29/06/2004,00.00.00,86.0,780.0,80.0,1748.0,27.8,40.0,1.4691
2647,29/06/2004,01.00.00,52.0,873.0,65.0,1592.0,27.5,41.3,1.4962
2648,29/06/2004,02.00.00,27.0,980.0,46.0,1534.0,27.3,41.6,1.4906
2649,29/06/2004,03.00.00,-200.0,1080.0,-200.0,1480.0,26.0,44.2,1.4657
2650,29/06/2004,04.00.00,35.0,1048.0,57.0,1519.0,24.8,48.0,1.4857
2651,29/06/2004,05.00.00,42.0,1055.0,54.0,1504.0,25.9,45.1,1.4889
2652,29/06/2004,06.00.00,57.0,928.0,62.0,1634.0,25.3,47.6,1.5108
2653,29/06/2004,07.00.00,228.0,552.0,102.0,2316.0,24.7,49.5,1.5201
2654,29/06/2004,08.00.00,350.0,459.0,140.0,2622.0,27.1,43.1,1.5224
2655,29/06/2004,09.00.00,232.0,642.0,121.0,1963.0,28.3,39.8,1.5053
2656,29/06/2004,10.00.00,206.0,663.0,132.0,1968.0,32.4,32.3,1.5484
2657,29/06/2004,11.00.00,159.0,706.0,122.0,1870.0,35.4,27.8,1.5733
2658,29/06/2004,12.00.00,184.0,682.0,148.0,1955.0,35.5,27.4,1.5635
2659,29/06/2004,13.00.00,136.0,681.0,133.0,1963.0,37.8,24.4,1.5722
2660,29/06/2004,14.00.00,124.0,726.0,130.0,1825.0,37.2,25.5,1.5914
2661,29/06/2004,15.00.00,133.0,683.0,141.0,1912.0,37.2,25.6,1.6014
2662,29/06/2004,16.00.00,156.0,636.0,172.0,2040.0,38.0,25.0,1.6312
2663,29/06/2004,17.00.00,200.0,593.0,198.0,2132.0,37.1,26.9,1.6635
2664,29/06/2004,18.00.00,202.0,568.0,181.0,2268.0,36.9,27.8,1.7099
2665,29/06/2004,19.00.00,286.0,543.0,202.0,2332.0,34.7,31.9,1.7325
2666,29/06/2004,20.00.00,141.0,664.0,120.0,1979.0,31.9,38.4,1.7897
2667,29/06/2004,21.00.00,117.0,655.0,115.0,1994.0,30.5,42.3,1.8173
2668,29/06/2004,22.00.00,110.0,687.0,112.0,1929.0,29.3,45.8,1.8362
2669,29/06/2004,23.00.00,100.0,667.0,97.0,1985.0,28.2,48.1,1.8144
2670,30/06/2004,00.00.00,112.0,658.0,100.0,1954.0,27.3,51.0,1.8287
2671,30/06/2004,01.00.00,35.0,844.0,47.0,1681.0,26.8,52.4,1.8141
2672,30/06/2004,02.00.00,33.0,850.0,44.0,1683.0,26.0,54.9,1.8141
2673,30/06/2004,03.00.00,-200.0,952.0,-200.0,1586.0,26.8,51.9,1.8058
2674,30/06/2004,04.00.00,28.0,1052.0,42.0,1558.0,26.9,51.8,1.805
2675,30/06/2004,05.00.00,49.0,892.0,57.0,1656.0,24.6,59.1,1.8013
2676,30/06/2004,06.00.00,81.0,797.0,61.0,1738.0,26.4,53.1,1.7987
2677,30/06/2004,07.00.00,178.0,643.0,106.0,1992.0,27.3,46.4,1.6542
2678,30/06/2004,08.00.00,223.0,628.0,136.0,2039.0,28.4,40.4,1.5442
2679,30/06/2004,09.00.00,290.0,638.0,157.0,2015.0,30.8,37.1,1.6169
2680,30/06/2004,10.00.00,274.0,642.0,171.0,2024.0,34.2,30.7,1.6252
2681,30/06/2004,11.00.00,278.0,675.0,190.0,1920.0,37.0,26.5,1.6352
2682,30/06/2004,12.00.00,152.0,698.0,155.0,1832.0,36.6,27.8,1.676
2683,30/06/2004,13.00.00,118.0,700.0,139.0,1857.0,36.9,26.9,1.6477
2684,30/06/2004,14.00.00,141.0,723.0,152.0,1810.0,39.3,22.2,1.552
2685,30/06/2004,15.00.00,131.0,801.0,143.0,1675.0,38.5,22.4,1.5018
2686,30/06/2004,16.00.00,171.0,747.0,168.0,1765.0,39.7,20.4,1.4594
2687,30/06/2004,17.00.00,287.0,568.0,226.0,2250.0,38.8,24.2,1.6433
2688,30/06/2004,18.00.00,267.0,506.0,207.0,2485.0,33.5,38.0,1.939
2689,30/06/2004,19.00.00,280.0,563.0,197.0,2205.0,34.0,32.9,1.7251
2690,30/06/2004,20.00.00,224.0,641.0,158.0,2040.0,31.9,33.7,1.5663
2691,30/06/2004,21.00.00,137.0,688.0,124.0,1936.0,30.2,37.6,1.587
2692,30/06/2004,22.00.00,118.0,688.0,110.0,1941.0,28.9,41.0,1.6096
2693,30/06/2004,23.00.00,128.0,678.0,112.0,1921.0,27.8,45.2,1.6604
2694,01/07/2004,00.00.00,111.0,696.0,102.0,1874.0,27.1,47.4,1.6701
2695,01/07/2004,01.00.00,66.0,763.0,77.0,1800.0,26.2,49.4,1.6555
2696,01/07/2004,02.00.00,36.0,918.0,50.0,1607.0,26.9,49.3,1.7196
2697,01/07/2004,03.00.00,-200.0,1079.0,-200.0,1536.0,26.3,50.8,1.7058
2698,01/07/2004,04.00.00,31.0,1038.0,40.0,1568.0,24.9,54.6,1.6908
2699,01/07/2004,05.00.00,75.0,879.0,66.0,1685.0,23.4,58.6,1.6651
2700,01/07/2004,06.00.00,66.0,858.0,60.0,1711.0,24.4,55.2,1.6604
2701,01/07/2004,07.00.00,154.0,625.0,85.0,2090.0,25.1,54.3,1.7057
2702,01/07/2004,08.00.00,239.0,538.0,120.0,2337.0,26.6,51.2,1.7565
2703,01/07/2004,09.00.00,246.0,628.0,134.0,2021.0,28.2,47.1,1.7752
2704,01/07/2004,10.00.00,261.0,667.0,149.0,1942.0,31.6,39.4,1.7969
2705,01/07/2004,11.00.00,179.0,767.0,125.0,1805.0,34.2,31.8,1.6837
2706,01/07/2004,12.00.00,159.0,680.0,132.0,1940.0,36.6,27.1,1.6352
2707,01/07/2004,13.00.00,111.0,710.0,114.0,1842.0,37.6,26.9,1.715
2708,01/07/2004,14.00.00,101.0,751.0,110.0,1803.0,38.1,26.3,1.7213
2709,01/07/2004,15.00.00,118.0,723.0,121.0,1814.0,37.8,26.9,1.7392
2710,01/07/2004,16.00.00,120.0,767.0,127.0,1730.0,37.8,22.7,1.4653
2711,01/07/2004,17.00.00,177.0,651.0,157.0,1949.0,36.9,24.7,1.5134
2712,01/07/2004,18.00.00,186.0,637.0,169.0,1986.0,34.5,28.5,1.531
2713,01/07/2004,19.00.00,235.0,580.0,179.0,2168.0,32.5,30.9,1.4875
2714,01/07/2004,20.00.00,195.0,675.0,149.0,1888.0,30.9,30.4,1.338
2715,01/07/2004,21.00.00,106.0,778.0,111.0,1697.0,28.7,34.7,1.3457
2716,01/07/2004,22.00.00,107.0,726.0,112.0,1779.0,27.7,39.3,1.4372
2717,01/07/2004,23.00.00,134.0,648.0,120.0,1930.0,26.8,45.1,1.5645
2718,02/07/2004,00.00.00,117.0,669.0,105.0,1862.0,26.1,45.3,1.5115
2719,02/07/2004,01.00.00,83.0,736.0,90.0,1733.0,25.9,46.1,1.5174
2720,02/07/2004,02.00.00,77.0,791.0,87.0,1662.0,25.3,47.6,1.513
2721,02/07/2004,03.00.00,-200.0,1010.0,-200.0,1501.0,26.6,43.0,1.4773
2722,02/07/2004,04.00.00,37.0,1043.0,54.0,1513.0,25.3,47.2,1.5025
2723,02/07/2004,05.00.00,50.0,1046.0,61.0,1500.0,25.1,48.0,1.5115
2724,02/07/2004,06.00.00,60.0,888.0,63.0,1629.0,24.8,50.6,1.5654
2725,02/07/2004,07.00.00,179.0,620.0,102.0,2077.0,25.7,49.7,1.615
2726,02/07/2004,08.00.00,300.0,476.0,149.0,2559.0,27.4,45.5,1.6396
2727,02/07/2004,09.00.00,263.0,595.0,147.0,2052.0,29.3,40.0,1.6082
2728,02/07/2004,10.00.00,265.0,650.0,158.0,1952.0,33.6,28.7,1.4693
2729,02/07/2004,11.00.00,164.0,777.0,112.0,1745.0,34.6,27.7,1.4991
2730,02/07/2004,12.00.00,122.0,720.0,108.0,1810.0,35.6,27.2,1.5557
2731,02/07/2004,13.00.00,125.0,730.0,120.0,1771.0,36.9,23.3,1.4313
2732,02/07/2004,14.00.00,125.0,763.0,117.0,1732.0,38.8,20.7,1.4036
2733,02/07/2004,15.00.00,115.0,745.0,119.0,1735.0,38.1,22.6,1.4868
2734,02/07/2004,16.00.00,162.0,778.0,149.0,1681.0,37.1,23.0,1.4229
2735,02/07/2004,17.00.00,149.0,804.0,174.0,1647.0,34.8,19.3,1.0543
2736,02/07/2004,18.00.00,161.0,757.0,163.0,1691.0,33.6,20.7,1.059
2737,02/07/2004,19.00.00,201.0,739.0,161.0,1729.0,31.4,18.5,0.8376
2738,02/07/2004,20.00.00,209.0,752.0,154.0,1688.0,29.5,23.8,0.9623
2739,02/07/2004,21.00.00,133.0,817.0,124.0,1588.0,27.4,27.1,0.9736
2740,02/07/2004,22.00.00,133.0,745.0,122.0,1693.0,26.1,31.1,1.0338
2741,02/07/2004,23.00.00,134.0,780.0,119.0,1643.0,25.5,34.0,1.0935
2742,03/07/2004,00.00.00,164.0,705.0,131.0,1738.0,24.0,37.8,1.1125
2743,03/07/2004,01.00.00,72.0,854.0,84.0,1528.0,24.2,37.3,1.1118
2744,03/07/2004,02.00.00,50.0,968.0,77.0,1461.0,23.4,40.6,1.1571
2745,03/07/2004,03.00.00,-200.0,932.0,-200.0,1494.0,21.8,46.6,1.1991
2746,03/07/2004,04.00.00,27.0,1077.0,41.0,1371.0,22.6,43.0,1.1629
2747,03/07/2004,05.00.00,74.0,964.0,68.0,1479.0,20.2,50.7,1.1844
2748,03/07/2004,06.00.00,69.0,912.0,69.0,1530.0,20.5,49.3,1.176
2749,03/07/2004,07.00.00,162.0,722.0,101.0,1743.0,21.4,48.0,1.2086
2750,03/07/2004,08.00.00,208.0,648.0,120.0,1885.0,23.2,43.9,1.2344
2751,03/07/2004,09.00.00,168.0,712.0,124.0,1725.0,25.3,40.7,1.2921
2752,03/07/2004,10.00.00,139.0,781.0,113.0,1669.0,29.9,31.1,1.2883
2753,03/07/2004,11.00.00,104.0,872.0,97.0,1536.0,33.9,21.3,1.1067
2754,03/07/2004,12.00.00,99.0,865.0,94.0,1550.0,36.3,16.0,0.9465
2755,03/07/2004,13.00.00,89.0,946.0,86.0,1436.0,36.6,15.2,0.9177
2756,03/07/2004,14.00.00,57.0,992.0,70.0,1426.0,37.4,15.8,0.9998
2757,03/07/2004,15.00.00,64.0,1002.0,70.0,1391.0,37.9,15.0,0.9721
2758,03/07/2004,16.00.00,65.0,930.0,82.0,1479.0,38.0,16.8,1.0933
2759,03/07/2004,17.00.00,79.0,909.0,93.0,1524.0,36.9,17.5,1.0789
2760,03/07/2004,18.00.00,80.0,942.0,89.0,1454.0,35.3,17.0,0.9561
2761,03/07/2004,19.00.00,81.0,905.0,90.0,1484.0,31.9,20.4,0.9462
2762,03/07/2004,20.00.00,59.0,864.0,67.0,1537.0,29.1,29.6,1.1792
2763,03/07/2004,21.00.00,90.0,822.0,94.0,1658.0,27.4,33.4,1.2022
2764,03/07/2004,22.00.00,122.0,728.0,109.0,1726.0,26.7,35.8,1.2318
2765,03/07/2004,23.00.00,120.0,742.0,103.0,1710.0,25.2,42.7,1.3473
2766,04/07/2004,00.00.00,126.0,660.0,101.0,1840.0,24.0,51.9,1.5252
2767,04/07/2004,01.00.00,68.0,847.0,71.0,1585.0,24.5,44.4,1.3476
2768,04/07/2004,02.00.00,65.0,816.0,71.0,1639.0,22.6,51.0,1.3805
2769,04/07/2004,03.00.00,-200.0,846.0,-200.0,1613.0,22.2,52.7,1.3891
2770,04/07/2004,04.00.00,38.0,949.0,49.0,1550.0,21.2,56.8,1.4094
2771,04/07/2004,05.00.00,31.0,971.0,43.0,1528.0,20.3,59.6,1.3994
2772,04/07/2004,06.00.00,40.0,972.0,44.0,1559.0,21.3,56.7,1.4178
2773,04/07/2004,07.00.00,36.0,968.0,42.0,1573.0,23.0,54.6,1.5177
2774,04/07/2004,08.00.00,64.0,835.0,69.0,1669.0,23.7,54.3,1.5731
2775,04/07/2004,09.00.00,56.0,859.0,65.0,1634.0,25.4,49.3,1.5732
2776,04/07/2004,10.00.00,56.0,877.0,68.0,1606.0,29.6,37.7,1.544
2777,04/07/2004,11.00.00,43.0,939.0,58.0,1543.0,33.9,26.2,1.3664
2778,04/07/2004,12.00.00,40.0,1007.0,52.0,1459.0,35.8,22.4,1.2933
2779,04/07/2004,13.00.00,34.0,1076.0,46.0,1394.0,37.9,18.8,1.222
2780,04/07/2004,14.00.00,28.0,1185.0,40.0,1270.0,38.5,14.8,0.9942
2781,04/07/2004,15.00.00,32.0,1109.0,47.0,1307.0,39.3,14.5,1.0149
2782,04/07/2004,16.00.00,39.0,1106.0,56.0,1331.0,38.9,15.6,1.0613
2783,04/07/2004,17.00.00,52.0,1102.0,64.0,1298.0,37.9,12.7,0.8211
2784,04/07/2004,18.00.00,60.0,1064.0,71.0,1310.0,35.8,13.4,0.7749
2785,04/07/2004,19.00.00,104.0,900.0,103.0,1541.0,32.3,19.7,0.9345
2786,04/07/2004,20.00.00,102.0,866.0,97.0,1541.0,30.1,23.5,0.9869
2787,04/07/2004,21.00.00,120.0,817.0,108.0,1631.0,28.2,28.7,1.0806
2788,04/07/2004,22.00.00,89.0,853.0,87.0,1580.0,26.0,35.7,1.1842
2789,04/07/2004,23.00.00,121.0,766.0,104.0,1656.0,25.3,39.2,1.2452
2790,05/07/2004,00.00.00,107.0,790.0,93.0,1635.0,24.7,38.7,1.1845
2791,05/07/2004,01.00.00,41.0,1034.0,55.0,1412.0,25.5,35.7,1.1499
2792,05/07/2004,02.00.00,34.0,1075.0,49.0,1405.0,22.5,43.2,1.1589
2793,05/07/2004,03.00.00,-200.0,1097.0,-200.0,1400.0,21.6,46.1,1.1761
2794,05/07/2004,04.00.00,41.0,1073.0,56.0,1422.0,19.7,51.4,1.1688
2795,05/07/2004,05.00.00,38.0,1120.0,43.0,1387.0,21.6,45.7,1.1665
2796,05/07/2004,06.00.00,59.0,906.0,57.0,1521.0,21.1,47.3,1.1654
2797,05/07/2004,07.00.00,165.0,697.0,80.0,1815.0,21.6,44.1,1.1269
2798,05/07/2004,08.00.00,287.0,519.0,134.0,2311.0,23.7,37.9,1.0988
2799,05/07/2004,09.00.00,317.0,632.0,157.0,1901.0,26.0,30.1,0.9953
2800,05/07/2004,10.00.00,330.0,691.0,175.0,1779.0,30.6,23.2,1.001
2801,05/07/2004,11.00.00,204.0,798.0,147.0,1638.0,34.1,19.1,1.0048
2802,05/07/2004,12.00.00,189.0,778.0,140.0,1633.0,36.2,18.0,1.0636
2803,05/07/2004,13.00.00,165.0,783.0,137.0,1641.0,37.4,17.3,1.0914
2804,05/07/2004,14.00.00,139.0,813.0,123.0,1580.0,39.5,15.6,1.102
2805,05/07/2004,15.00.00,156.0,776.0,138.0,1671.0,40.4,14.9,1.1033
2806,05/07/2004,16.00.00,130.0,791.0,132.0,1624.0,40.1,16.1,1.1699
2807,05/07/2004,17.00.00,173.0,633.0,174.0,1942.0,39.3,18.9,1.3251
2808,05/07/2004,18.00.00,302.0,584.0,203.0,2072.0,37.3,19.9,1.2437
2809,05/07/2004,19.00.00,239.0,654.0,176.0,1906.0,33.6,22.9,1.1747
2810,05/07/2004,20.00.00,139.0,732.0,125.0,1768.0,30.7,28.9,1.2501
2811,05/07/2004,21.00.00,92.0,776.0,98.0,1684.0,28.8,32.8,1.2776
2812,05/07/2004,22.00.00,104.0,738.0,103.0,1757.0,27.3,36.8,1.3207
2813,05/07/2004,23.00.00,108.0,776.0,104.0,1674.0,26.2,39.7,1.3249
2814,06/07/2004,00.00.00,107.0,752.0,105.0,1694.0,25.4,43.0,1.37
2815,06/07/2004,01.00.00,55.0,931.0,75.0,1497.0,25.8,41.0,1.3461
2816,06/07/2004,02.00.00,43.0,965.0,60.0,1510.0,23.3,48.4,1.3677
2817,06/07/2004,03.00.00,-200.0,1012.0,-200.0,1477.0,23.5,47.8,1.3607
2818,06/07/2004,04.00.00,23.0,1123.0,36.0,1410.0,23.5,46.7,1.3361
2819,06/07/2004,05.00.00,65.0,931.0,66.0,1540.0,21.8,52.3,1.3539
2820,06/07/2004,06.00.00,165.0,742.0,97.0,1780.0,21.8,52.5,1.3529
2821,06/07/2004,07.00.00,274.0,565.0,115.0,2196.0,22.9,49.1,1.3546
2822,06/07/2004,08.00.00,369.0,472.0,145.0,2460.0,24.9,43.3,1.3422
2823,06/07/2004,09.00.00,308.0,611.0,162.0,1954.0,26.7,39.4,1.3556
2824,06/07/2004,10.00.00,227.0,675.0,147.0,1835.0,30.5,32.9,1.4135
2825,06/07/2004,11.00.00,178.0,693.0,132.0,1818.0,34.2,27.2,1.4404
2826,06/07/2004,12.00.00,267.0,631.0,179.0,1953.0,38.2,20.9,1.3701
2827,06/07/2004,13.00.00,278.0,657.0,174.0,1892.0,39.6,16.9,1.2028
2828,06/07/2004,14.00.00,165.0,794.0,132.0,1622.0,39.9,15.8,1.141
2829,06/07/2004,15.00.00,172.0,789.0,151.0,1604.0,40.2,13.9,1.02
2830,06/07/2004,16.00.00,216.0,762.0,168.0,1674.0,39.6,13.2,0.9332
2831,06/07/2004,17.00.00,306.0,661.0,192.0,1845.0,39.5,12.6,0.8894
2832,06/07/2004,18.00.00,317.0,632.0,194.0,1946.0,37.9,13.9,0.9015
2833,06/07/2004,19.00.00,251.0,654.0,155.0,1864.0,34.2,17.9,0.9444
2834,06/07/2004,20.00.00,230.0,613.0,159.0,1975.0,32.6,20.6,0.9939
2835,06/07/2004,21.00.00,154.0,737.0,125.0,1717.0,30.4,23.2,0.9889
2836,06/07/2004,22.00.00,137.0,765.0,108.0,1668.0,28.8,25.1,0.9793
2837,06/07/2004,23.00.00,133.0,681.0,110.0,1737.0,27.8,29.9,1.1018
2838,07/07/2004,00.00.00,117.0,675.0,99.0,1771.0,26.9,32.6,1.1381
2839,07/07/2004,01.00.00,106.0,773.0,95.0,1609.0,26.3,33.7,1.1377
2840,07/07/2004,02.00.00,55.0,931.0,69.0,1463.0,25.7,33.9,1.1065
2841,07/07/2004,03.00.00,-200.0,1046.0,-200.0,1377.0,24.8,36.0,1.1109
2842,07/07/2004,04.00.00,27.0,1073.0,45.0,1362.0,25.5,34.6,1.1096
2843,07/07/2004,05.00.00,46.0,997.0,53.0,1432.0,24.0,37.8,1.1077
2844,07/07/2004,06.00.00,144.0,740.0,88.0,1673.0,23.9,39.3,1.1522
2845,07/07/2004,07.00.00,392.0,512.0,136.0,2305.0,24.8,38.4,1.1808
2846,07/07/2004,08.00.00,358.0,496.0,141.0,2275.0,26.9,34.4,1.2036
2847,07/07/2004,09.00.00,381.0,572.0,189.0,2081.0,29.6,28.7,1.1706
2848,07/07/2004,10.00.00,261.0,730.0,166.0,1707.0,34.6,21.1,1.1398
2849,07/07/2004,11.00.00,207.0,761.0,154.0,1623.0,38.3,17.0,1.1216
2850,07/07/2004,12.00.00,155.0,741.0,149.0,1640.0,40.4,14.5,1.0736
2851,07/07/2004,13.00.00,193.0,739.0,142.0,1683.0,42.6,9.6,0.8012
2852,07/07/2004,14.00.00,195.0,743.0,130.0,1629.0,42.5,10.2,0.8478
2853,07/07/2004,15.00.00,159.0,792.0,121.0,1555.0,41.0,11.6,0.8872
2854,07/07/2004,16.00.00,120.0,799.0,116.0,1546.0,41.3,13.0,1.0154
2855,07/07/2004,17.00.00,228.0,635.0,177.0,1925.0,39.2,14.5,1.0106
2856,07/07/2004,18.00.00,348.0,599.0,233.0,1903.0,36.9,17.9,1.096
2857,07/07/2004,19.00.00,337.0,538.0,223.0,2199.0,35.6,20.4,1.1646
2858,07/07/2004,20.00.00,282.0,597.0,184.0,2005.0,33.7,22.6,1.1658
2859,07/07/2004,21.00.00,228.0,580.0,165.0,2017.0,31.5,27.8,1.2671
2860,07/07/2004,22.00.00,168.0,620.0,132.0,1880.0,31.1,29.3,1.3055
2861,07/07/2004,23.00.00,173.0,661.0,122.0,1827.0,30.2,30.9,1.3026
2862,08/07/2004,00.00.00,87.0,749.0,88.0,1627.0,29.8,30.2,1.2502
2863,08/07/2004,01.00.00,65.0,809.0,79.0,1532.0,28.4,32.5,1.2361
2864,08/07/2004,02.00.00,43.0,853.0,60.0,1507.0,27.5,34.0,1.231
2865,08/07/2004,03.00.00,-200.0,910.0,-200.0,1443.0,26.8,35.3,1.2243
2866,08/07/2004,04.00.00,43.0,866.0,60.0,1485.0,24.5,40.4,1.2251
2867,08/07/2004,05.00.00,66.0,839.0,74.0,1503.0,25.6,38.8,1.2545
2868,08/07/2004,06.00.00,57.0,848.0,62.0,1511.0,27.5,34.6,1.2518
2869,08/07/2004,07.00.00,231.0,603.0,115.0,1914.0,25.9,37.4,1.2289
2870,08/07/2004,08.00.00,219.0,545.0,119.0,2082.0,28.5,32.5,1.2441
2871,08/07/2004,09.00.00,288.0,596.0,155.0,1919.0,29.5,32.7,1.3229
2872,08/07/2004,10.00.00,312.0,595.0,162.0,1903.0,29.8,33.1,1.3693
2873,08/07/2004,11.00.00,361.0,587.0,189.0,1934.0,33.4,26.8,1.3586
2874,08/07/2004,12.00.00,147.0,801.0,115.0,1538.0,40.3,15.8,1.1604
2875,08/07/2004,13.00.00,111.0,819.0,109.0,1525.0,41.8,15.0,1.1989
2876,08/07/2004,14.00.00,98.0,788.0,108.0,1609.0,41.1,15.7,1.2071
2877,08/07/2004,15.00.00,156.0,673.0,145.0,1775.0,41.9,14.8,1.1944
2878,08/07/2004,16.00.00,213.0,671.0,167.0,1807.0,40.9,14.6,1.114
2879,08/07/2004,17.00.00,250.0,628.0,200.0,1891.0,39.1,16.9,1.1705
2880,08/07/2004,18.00.00,253.0,580.0,178.0,2021.0,36.4,27.3,1.6308
2881,08/07/2004,19.00.00,317.0,487.0,206.0,2371.0,34.9,29.3,1.611
2882,08/07/2004,20.00.00,309.0,559.0,192.0,2113.0,33.6,26.4,1.3515
2883,08/07/2004,21.00.00,201.0,648.0,137.0,1900.0,32.2,27.6,1.3044
2884,08/07/2004,22.00.00,173.0,660.0,128.0,1834.0,30.5,29.7,1.2742
2885,08/07/2004,23.00.00,156.0,628.0,121.0,1934.0,29.4,35.6,1.4383
2886,09/07/2004,00.00.00,190.0,575.0,136.0,1996.0,29.1,34.8,1.38
2887,09/07/2004,01.00.00,129.0,564.0,109.0,1905.0,27.7,41.9,1.537
2888,09/07/2004,02.00.00,65.0,823.0,74.0,1585.0,27.9,41.6,1.5425
2889,09/07/2004,03.00.00,-200.0,1070.0,-200.0,1458.0,27.8,43.7,1.6039
2890,09/07/2004,04.00.00,29.0,1144.0,40.0,1432.0,27.4,42.2,1.5177
2891,09/07/2004,05.00.00,58.0,1011.0,61.0,1509.0,26.6,42.8,1.4713
2892,09/07/2004,06.00.00,92.0,847.0,83.0,1636.0,26.9,40.3,1.4041
2893,09/07/2004,07.00.00,228.0,609.0,129.0,1989.0,27.0,37.3,1.3081
2894,09/07/2004,08.00.00,172.0,654.0,-200.0,1877.0,27.0,35.3,1.2396
2895,09/07/2004,09.00.00,154.0,785.0,115.0,1640.0,27.4,32.0,1.1545
2896,09/07/2004,10.00.00,166.0,829.0,130.0,1527.0,30.5,24.7,1.0592
2897,09/07/2004,11.00.00,149.0,828.0,137.0,1546.0,32.9,20.1,0.9902
2898,09/07/2004,12.00.00,111.0,856.0,116.0,1544.0,33.9,18.4,0.9587
2899,09/07/2004,13.00.00,145.0,845.0,129.0,1545.0,34.4,19.3,1.0325
