Date,Hour,CO_GT,NOx_GT,Day,Month
2004-06-09,23.0,1.5,83.0,Wednesday,June
2004-06-10,0.0,1.0,48.0,Thursday,June
2004-06-10,1.0,0.7,27.0,Thursday,June
2004-06-10,2.0,1.0,48.0,Thursday,June
2004-06-10,5.0,0.9,75.0,Thursday,June
2004-06-10,6.0,1.2,101.0,Thursday,June
2004-06-10,7.0,2.9,214.0,Thursday,June
2004-06-10,8.0,4.8,290.0,Thursday,June
2004-06-10,9.0,4.3,311.0,Thursday,June
2004-06-10,10.0,3.1,234.0,Thursday,June
2004-06-10,11.0,2.4,157.0,Thursday,June
2004-06-10,12.0,2.8,165.0,Thursday,June
2004-06-10,13.0,2.5,137.0,Thursday,June
2004-06-10,14.0,2.6,149.0,Thursday,June
2004-06-10,15.0,2.3,140.0,Thursday,June
2004-06-10,16.0,2.4,139.0,Thursday,June
2004-06-10,17.0,3.5,221.0,Thursday,June
2004-06-10,18.0,4.8,318.0,Thursday,June
2004-06-10,19.0,5.1,363.0,Thursday,June
2004-06-10,20.0,4.7,341.0,Thursday,June
2004-06-10,21.0,2.4,163.0,Thursday,June
2004-06-10,22.0,2.5,157.0,Thursday,June
2004-06-10,23.0,2.7,202.0,Thursday,June
2004-06-11,0.0,1.5,102.0,Friday,June
2004-06-11,1.0,1.1,70.0,Friday,June
2004-06-11,2.0,0.6,41.0,Friday,June
2004-06-11,4.0,0.4,36.0,Friday,June
2004-06-11,5.0,0.6,68.0,Friday,June
2004-06-11,6.0,1.0,92.0,Friday,June
2004-06-11,7.0,4.6,332.0,Friday,June
2004-06-11,8.0,4.8,333.0,Friday,June
2004-06-11,9.0,4.0,298.0,Friday,June
2004-06-11,11.0,2.0,146.0,Friday,June
2004-06-11,12.0,2.0,120.0,Friday,June
2004-06-11,13.0,2.0,108.0,Friday,June
2004-06-11,14.0,1.9,109.0,Friday,June
2004-06-11,15.0,1.9,124.0,Friday,June
2004-06-11,16.0,1.9,127.0,Friday,June
2004-06-11,17.0,2.6,185.0,Friday,June
2004-06-11,18.0,3.2,230.0,Friday,June
2004-06-11,19.0,3.4,265.0,Friday,June
2004-06-11,20.0,3.4,261.0,Friday,June
2004-06-11,21.0,2.9,219.0,Friday,June
2004-06-11,22.0,2.7,180.0,Friday,June
2004-06-11,23.0,1.3,108.0,Friday,June
2004-06-12,0.0,1.3,98.0,Saturday,June
2004-06-12,1.0,0.9,57.0,Saturday,June
2004-06-12,2.0,0.6,36.0,Saturday,June
2004-06-12,4.0,0.5,45.0,Saturday,June
2004-06-12,5.0,0.9,87.0,Saturday,June
2004-06-12,6.0,0.7,62.0,Saturday,June
2004-06-12,7.0,0.6,65.0,Saturday,June
2004-06-12,8.0,1.3,125.0,Saturday,June
2004-06-12,9.0,1.9,157.0,Saturday,June
2004-06-12,10.0,2.1,171.0,Saturday,June
2004-06-12,11.0,1.8,119.0,Saturday,June
2004-06-12,12.0,1.8,110.0,Saturday,June
2004-06-12,13.0,1.6,95.0,Saturday,June
2004-06-12,14.0,1.2,58.0,Saturday,June
2004-06-12,15.0,1.2,69.0,Saturday,June
2004-06-12,16.0,1.4,76.0,Saturday,June
2004-06-12,17.0,1.3,63.0,Saturday,June
2004-06-12,18.0,1.1,51.0,Saturday,June
2004-06-12,19.0,1.1,46.0,Saturday,June
2004-06-12,20.0,1.1,52.0,Saturday,June
2004-06-12,21.0,1.8,84.0,Saturday,June
2004-06-12,22.0,2.3,130.0,Saturday,June
2004-06-12,23.0,2.6,147.0,Saturday,June
2004-06-13,0.0,2.0,126.0,Sunday,June
2004-06-13,1.0,1.0,47.0,Sunday,June
2004-06-13,2.0,0.6,24.0,Sunday,June
2004-06-13,4.0,0.5,25.0,Sunday,June
2004-06-13,5.0,0.4,21.0,Sunday,June
2004-06-13,6.0,0.4,25.0,Sunday,June
2004-06-13,7.0,0.4,25.0,Sunday,June
2004-06-13,8.0,0.4,30.0,Sunday,June
2004-06-13,9.0,0.5,42.0,Sunday,June
2004-06-13,10.0,0.6,52.0,Sunday,June
2004-06-13,11.0,0.7,62.0,Sunday,June
2004-06-13,12.0,0.7,67.0,Sunday,June
2004-06-13,13.0,0.6,47.0,Sunday,June
2004-06-13,14.0,0.5,35.0,Sunday,June
2004-06-13,15.0,0.6,45.0,Sunday,June
2004-06-13,16.0,0.8,53.0,Sunday,June
2004-06-13,17.0,0.8,57.0,Sunday,June
2004-06-13,18.0,1.0,71.0,Sunday,June
2004-06-13,19.0,1.0,67.0,Sunday,June
2004-06-13,20.0,1.0,75.0,Sunday,June
2004-06-13,21.0,0.9,65.0,Sunday,June
2004-06-13,22.0,0.7,45.0,Sunday,June
2004-06-13,23.0,0.8,46.0,Sunday,June
2004-06-14,0.0,0.7,33.0,Monday,June
2004-06-14,1.0,0.5,19.0,Monday,June
2004-06-14,2.0,0.3,9.0,Monday,June
2004-06-14,5.0,0.3,21.0,Monday,June
2004-06-14,6.0,0.7,66.0,Monday,June
2004-06-14,7.0,1.5,137.0,Monday,June
2004-06-14,8.0,1.8,151.0,Monday,June
2004-06-14,9.0,1.4,115.0,Monday,June
2004-06-14,10.0,1.5,118.0,Monday,June
2004-06-14,11.0,1.2,95.0,Monday,June
2004-06-14,12.0,1.2,86.0,Monday,June
2004-06-14,13.0,1.3,85.0,Monday,June
2004-06-14,14.0,1.0,66.0,Monday,June
2004-06-14,15.0,1.4,74.0,Monday,June
2004-06-14,16.0,1.6,108.0,Monday,June
2004-06-14,17.0,2.7,150.0,Monday,June
2004-06-14,18.0,2.3,157.0,Monday,June
2004-06-14,19.0,1.5,93.0,Monday,June
2004-06-14,20.0,1.4,76.0,Monday,June
2004-06-14,21.0,1.0,57.0,Monday,June
2004-06-14,22.0,1.1,64.0,Monday,June
2004-06-14,23.0,1.2,59.0,Monday,June
2004-06-15,0.0,1.2,68.0,Tuesday,June
2004-06-15,1.0,0.7,31.0,Tuesday,June
2004-06-15,2.0,0.5,21.0,Tuesday,June
2004-06-15,4.0,0.4,24.0,Tuesday,June
2004-06-15,5.0,0.5,38.0,Tuesday,June
2004-06-15,6.0,1.0,92.0,Tuesday,June
2004-06-15,7.0,4.4,311.0,Tuesday,June
2004-06-15,8.0,4.0,260.0,Tuesday,June
2004-06-15,9.0,2.4,181.0,Tuesday,June
2004-06-15,10.0,2.1,177.0,Tuesday,June
2004-06-15,11.0,2.7,180.0,Tuesday,June
2004-06-15,12.0,2.8,174.0,Tuesday,June
2004-06-15,13.0,2.3,140.0,Tuesday,June
2004-06-15,14.0,2.0,122.0,Tuesday,June
2004-06-15,15.0,2.6,189.0,Tuesday,June
2004-06-15,16.0,2.7,169.0,Tuesday,June
2004-06-15,17.0,3.1,172.0,Tuesday,June
2004-06-15,18.0,3.1,154.0,Tuesday,June
2004-06-15,19.0,3.6,192.0,Tuesday,June
2004-06-15,20.0,2.9,160.0,Tuesday,June
2004-06-15,21.0,2.2,110.0,Tuesday,June
2004-06-15,22.0,2.0,97.0,Tuesday,June
2004-06-15,23.0,2.1,124.0,Tuesday,June
2004-06-16,0.0,1.9,108.0,Wednesday,June
2004-06-16,1.0,1.4,61.0,Wednesday,June
2004-06-16,2.0,0.8,34.0,Wednesday,June
2004-06-16,4.0,0.6,24.0,Wednesday,June
2004-06-16,5.0,0.5,27.0,Wednesday,June
2004-06-16,6.0,1.0,70.0,Wednesday,June
2004-06-16,7.0,2.7,176.0,Wednesday,June
2004-06-16,8.0,5.0,310.0,Wednesday,June
2004-06-16,9.0,3.3,221.0,Wednesday,June
2004-06-16,10.0,2.4,168.0,Wednesday,June
2004-06-16,11.0,1.7,109.0,Wednesday,June
2004-06-16,12.0,1.7,102.0,Wednesday,June
2004-06-16,13.0,2.4,129.0,Wednesday,June
2004-06-16,14.0,2.2,117.0,Wednesday,June
2004-06-16,15.0,2.2,112.0,Wednesday,June
2004-06-16,16.0,2.3,122.0,Wednesday,June
2004-06-16,17.0,2.6,114.0,Wednesday,June
2004-06-16,18.0,2.3,111.0,Wednesday,June
2004-06-16,19.0,3.3,158.0,Wednesday,June
2004-06-16,20.0,3.5,202.0,Wednesday,June
2004-06-16,21.0,2.5,166.0,Wednesday,June
2004-06-16,22.0,2.5,143.0,Wednesday,June
2004-06-16,23.0,2.4,122.0,Wednesday,June
2004-06-17,0.0,2.5,113.0,Thursday,June
2004-06-17,1.0,2.1,109.0,Thursday,June
2004-06-17,2.0,1.0,53.0,Thursday,June
2004-06-17,5.0,0.5,35.0,Thursday,June
2004-06-17,6.0,1.3,123.0,Thursday,June
2004-06-17,7.0,3.6,254.0,Thursday,June
2004-06-17,8.0,4.8,300.0,Thursday,June
2004-06-17,9.0,3.7,281.0,Thursday,June
2004-06-17,10.0,1.9,169.0,Thursday,June
2004-06-17,11.0,1.7,152.0,Thursday,June
2004-06-17,12.0,1.9,127.0,Thursday,June
2004-06-17,13.0,1.8,118.0,Thursday,June
2004-06-17,14.0,1.7,120.0,Thursday,June
2004-06-17,15.0,1.8,125.0,Thursday,June
2004-06-17,16.0,1.7,117.0,Thursday,June
2004-06-17,17.0,2.8,166.0,Thursday,June
2004-06-17,18.0,3.6,180.0,Thursday,June
2004-06-17,19.0,3.3,172.0,Thursday,June
2004-06-17,20.0,2.9,160.0,Thursday,June
2004-06-17,21.0,1.7,103.0,Thursday,June
2004-06-17,22.0,1.7,87.0,Thursday,June
2004-06-17,23.0,2.8,147.0,Thursday,June
2004-06-18,0.0,1.8,120.0,Friday,June
2004-06-18,1.0,1.0,63.0,Friday,June
2004-06-18,2.0,0.5,30.0,Friday,June
2004-06-18,4.0,0.3,19.0,Friday,June
2004-06-18,5.0,0.4,27.0,Friday,June
2004-06-18,6.0,0.8,65.0,Friday,June
2004-06-18,7.0,2.2,169.0,Friday,June
2004-06-18,8.0,4.4,244.0,Friday,June
2004-06-18,9.0,3.7,274.0,Friday,June
2004-06-18,10.0,2.5,202.0,Friday,June
2004-06-18,11.0,2.5,186.0,Friday,June
2004-06-18,12.0,2.3,153.0,Friday,June
2004-06-18,13.0,2.0,112.0,Friday,June
2004-06-18,14.0,2.0,117.0,Friday,June
2004-06-18,15.0,2.1,109.0,Friday,June
2004-06-18,16.0,2.4,133.0,Friday,June
2004-06-18,17.0,3.1,185.0,Friday,June
2004-06-18,18.0,2.9,167.0,Friday,June
2004-06-18,19.0,3.5,218.0,Friday,June
2004-06-18,20.0,2.9,171.0,Friday,June
2004-06-18,21.0,1.5,78.0,Friday,June
2004-06-18,22.0,1.7,84.0,Friday,June
2004-06-18,23.0,2.2,110.0,Friday,June
2004-06-19,0.0,1.6,87.0,Saturday,June
2004-06-19,1.0,1.0,58.0,Saturday,June
2004-06-19,2.0,0.6,39.0,Saturday,June
2004-06-19,4.0,0.6,38.0,Saturday,June
2004-06-19,5.0,0.5,41.0,Saturday,June
2004-06-19,6.0,0.5,47.0,Saturday,June
2004-06-19,7.0,0.9,72.0,Saturday,June
2004-06-19,8.0,1.4,100.0,Saturday,June
2004-06-19,9.0,1.6,104.0,Saturday,June
2004-06-19,10.0,1.6,109.0,Saturday,June
2004-06-19,11.0,1.7,103.0,Saturday,June
2004-06-19,12.0,1.7,75.0,Saturday,June
2004-06-19,13.0,1.5,72.0,Saturday,June
2004-06-19,14.0,1.2,56.0,Saturday,June
2004-06-19,15.0,1.2,51.0,Saturday,June
2004-06-19,16.0,1.1,52.0,Saturday,June
2004-06-19,17.0,1.0,46.0,Saturday,June
2004-06-19,18.0,1.1,44.0,Saturday,June
2004-06-19,19.0,1.6,72.0,Saturday,June
2004-06-19,20.0,1.7,88.0,Saturday,June
2004-06-19,21.0,1.4,56.0,Saturday,June
2004-06-19,22.0,1.7,82.0,Saturday,June
2004-06-19,23.0,2.4,125.0,Saturday,June
2004-06-20,0.0,2.3,144.0,Sunday,June
2004-06-20,1.0,1.2,54.0,Sunday,June
2004-06-20,2.0,1.0,48.0,Sunday,June
2004-06-20,5.0,1.0,40.0,Sunday,June
2004-06-20,6.0,0.9,48.0,Sunday,June
2004-06-20,7.0,0.8,44.0,Sunday,June
2004-06-20,8.0,1.0,59.0,Sunday,June
2004-06-20,9.0,1.2,59.0,Sunday,June
2004-06-20,10.0,1.2,53.0,Sunday,June
2004-06-20,11.0,1.0,42.0,Sunday,June
2004-06-20,12.0,1.0,43.0,Sunday,June
2004-06-20,13.0,0.6,23.0,Sunday,June
2004-06-20,14.0,0.7,22.0,Sunday,June
2004-06-20,15.0,0.8,37.0,Sunday,June
2004-06-20,16.0,1.1,53.0,Sunday,June
2004-06-20,17.0,1.4,68.0,Sunday,June
2004-06-20,18.0,2.8,125.0,Sunday,June
2004-06-20,19.0,2.5,96.0,Sunday,June
2004-06-20,20.0,1.6,75.0,Sunday,June
2004-06-20,21.0,1.4,74.0,Sunday,June
2004-06-20,22.0,2.3,92.0,Sunday,June
2004-06-20,23.0,4.2,136.0,Sunday,June
2004-06-21,0.0,3.0,119.0,Monday,June
2004-06-21,1.0,2.2,76.0,Monday,June
2004-06-21,2.0,0.6,21.0,Monday,June
2004-06-21,4.0,0.3,15.0,Monday,June
2004-06-21,5.0,0.5,52.0,Monday,June
2004-06-21,6.0,1.3,85.0,Monday,June
2004-06-21,7.0,2.5,177.0,Monday,June
2004-06-21,8.0,3.7,232.0,Monday,June
2004-06-21,9.0,2.5,201.0,Monday,June
2004-06-21,10.0,1.8,134.0,Monday,June
2004-06-21,11.0,1.5,104.0,Monday,June
2004-06-21,12.0,1.5,89.0,Monday,June
2004-06-21,13.0,1.2,66.0,Monday,June
2004-06-21,14.0,1.4,85.0,Monday,June
2004-06-21,15.0,1.6,105.0,Monday,June
2004-06-21,16.0,1.6,99.0,Monday,June
2004-06-21,17.0,2.2,132.0,Monday,June
2004-06-21,18.0,3.0,186.0,Monday,June
2004-06-21,19.0,3.0,174.0,Monday,June
2004-06-21,20.0,2.7,149.0,Monday,June
2004-06-21,21.0,2.1,114.0,Monday,June
2004-06-21,22.0,1.6,92.0,Monday,June
2004-06-21,23.0,1.3,75.0,Monday,June
2004-06-22,0.0,1.1,74.0,Tuesday,June
2004-06-22,1.0,0.7,35.0,Tuesday,June
2004-06-22,2.0,0.4,22.0,Tuesday,June
2004-06-22,4.0,0.2,24.0,Tuesday,June
2004-06-22,5.0,0.3,30.0,Tuesday,June
2004-06-22,6.0,0.9,93.0,Tuesday,June
2004-06-22,7.0,3.1,332.0,Tuesday,June
2004-06-22,8.0,5.0,387.0,Tuesday,June
2004-06-22,9.0,2.8,267.0,Tuesday,June
2004-06-22,10.0,2.8,269.0,Tuesday,June
2004-06-22,11.0,2.1,193.0,Tuesday,June
2004-06-22,12.0,3.1,239.0,Tuesday,June
2004-06-22,13.0,3.0,232.0,Tuesday,June
2004-06-22,14.0,2.1,152.0,Tuesday,June
2004-06-22,15.0,1.7,115.0,Tuesday,June
2004-06-22,16.0,2.2,169.0,Tuesday,June
2004-06-22,17.0,3.5,226.0,Tuesday,June
2004-06-22,18.0,3.6,218.0,Tuesday,June
2004-06-22,19.0,4.1,245.0,Tuesday,June
2004-06-22,20.0,4.0,236.0,Tuesday,June
2004-06-22,21.0,1.8,104.0,Tuesday,June
2004-06-22,22.0,1.7,104.0,Tuesday,June
2004-06-22,23.0,2.4,144.0,Tuesday,June
2004-06-23,0.0,1.2,79.0,Wednesday,June
2004-06-23,1.0,0.8,51.0,Wednesday,June
2004-06-23,2.0,0.5,38.0,Wednesday,June
2004-06-23,5.0,0.4,30.0,Wednesday,June
2004-06-23,6.0,1.0,73.0,Wednesday,June
2004-06-23,7.0,3.8,305.0,Wednesday,June
2004-06-23,8.0,3.2,295.0,Wednesday,June
2004-06-23,9.0,3.5,331.0,Wednesday,June
2004-06-23,10.0,3.2,304.0,Wednesday,June
2004-06-23,11.0,2.3,210.0,Wednesday,June
2004-06-23,12.0,2.2,163.0,Wednesday,June
2004-06-23,13.0,2.1,132.0,Wednesday,June
2004-06-23,14.0,1.9,126.0,Wednesday,June
2004-06-23,15.0,2.4,150.0,Wednesday,June
2004-06-23,16.0,2.5,171.0,Wednesday,June
2004-06-23,17.0,3.6,234.0,Wednesday,June
2004-06-23,18.0,3.9,251.0,Wednesday,June
2004-06-23,19.0,4.4,294.0,Wednesday,June
2004-06-23,20.0,4.8,300.0,Wednesday,June
2004-06-23,21.0,2.5,159.0,Wednesday,June
2004-06-23,22.0,2.8,176.0,Wednesday,June
2004-06-23,23.0,3.2,192.0,Wednesday,June
2004-06-24,0.0,2.6,152.0,Thursday,June
2004-06-24,1.0,1.5,63.0,Thursday,June
2004-06-24,2.0,1.0,35.0,Thursday,June
2004-06-24,4.0,0.6,21.0,Thursday,June
2004-06-24,5.0,0.6,41.0,Thursday,June
2004-06-24,6.0,0.7,48.0,Thursday,June
2004-06-24,7.0,1.2,102.0,Thursday,June
2004-06-24,8.0,1.5,111.0,Thursday,June
2004-06-24,9.0,1.3,93.0,Thursday,June
2004-06-24,10.0,1.6,118.0,Thursday,June
2004-06-24,11.0,1.5,93.0,Thursday,June
2004-06-24,12.0,1.2,56.0,Thursday,June
2004-06-24,13.0,1.1,51.0,Thursday,June
2004-06-24,14.0,1.2,52.0,Thursday,June
2004-06-24,15.0,1.3,59.0,Thursday,June
2004-06-24,16.0,1.4,62.0,Thursday,June
2004-06-24,17.0,1.6,85.0,Thursday,June
2004-06-24,18.0,2.1,109.0,Thursday,June
2004-06-24,19.0,3.0,168.0,Thursday,June
2004-06-24,20.0,2.8,166.0,Thursday,June
2004-06-24,21.0,3.8,149.0,Thursday,June
2004-06-24,22.0,3.2,118.0,Thursday,June
2004-06-24,23.0,4.1,160.0,Thursday,June
2004-06-25,0.0,2.6,124.0,Friday,June
2004-06-25,1.0,2.0,95.0,Friday,June
2004-06-25,2.0,0.9,34.0,Friday,June
2004-06-25,4.0,0.6,45.0,Friday,June
2004-06-25,5.0,0.6,35.0,Friday,June
2004-06-25,6.0,1.6,141.0,Friday,June
2004-06-25,7.0,2.6,199.0,Friday,June
2004-06-25,8.0,2.9,224.0,Friday,June
2004-06-25,9.0,2.8,245.0,Friday,June
2004-06-25,10.0,1.9,153.0,Friday,June
2004-06-25,11.0,1.9,145.0,Friday,June
2004-06-25,12.0,2.1,130.0,Friday,June
2004-06-25,13.0,1.9,95.0,Friday,June
2004-06-25,14.0,1.6,88.0,Friday,June
2004-06-25,15.0,1.6,89.0,Friday,June
2004-06-25,16.0,2.1,127.0,Friday,June
2004-06-25,17.0,2.4,149.0,Friday,June
2004-06-25,18.0,2.8,170.0,Friday,June
2004-06-25,19.0,3.4,210.0,Friday,June
2004-06-25,20.0,3.4,230.0,Friday,June
2004-06-25,21.0,2.7,203.0,Friday,June
2004-06-25,22.0,2.6,174.0,Friday,June
2004-06-25,23.0,2.3,164.0,Friday,June
2004-06-26,0.0,1.2,76.0,Saturday,June
2004-06-26,1.0,1.0,52.0,Saturday,June
2004-06-26,2.0,0.9,47.0,Saturday,June
2004-06-26,5.0,0.4,41.0,Saturday,June
2004-06-26,6.0,0.9,74.0,Saturday,June
2004-06-26,7.0,1.8,168.0,Saturday,June
2004-06-26,8.0,2.2,176.0,Saturday,June
2004-06-26,9.0,2.4,184.0,Saturday,June
2004-06-26,10.0,2.3,187.0,Saturday,June
2004-06-26,11.0,1.6,118.0,Saturday,June
2004-06-26,12.0,1.4,89.0,Saturday,June
2004-06-26,13.0,1.4,70.0,Saturday,June
2004-06-26,14.0,1.0,51.0,Saturday,June
2004-06-26,15.0,1.0,52.0,Saturday,June
2004-06-26,16.0,1.2,70.0,Saturday,June
2004-06-26,17.0,1.3,80.0,Saturday,June
2004-06-26,18.0,1.5,90.0,Saturday,June
2004-06-26,19.0,1.9,111.0,Saturday,June
2004-06-26,20.0,1.8,107.0,Saturday,June
2004-06-26,21.0,1.4,73.0,Saturday,June
2004-06-26,22.0,1.7,75.0,Saturday,June
2004-06-26,23.0,2.7,144.0,Saturday,June
2004-06-27,0.0,2.1,120.0,Sunday,June
2004-06-27,1.0,1.4,71.0,Sunday,June
2004-06-27,2.0,1.0,40.0,Sunday,June
2004-06-27,4.0,0.8,34.0,Sunday,June
2004-06-27,5.0,0.5,27.0,Sunday,June
2004-06-27,6.0,0.6,30.0,Sunday,June
2004-06-27,7.0,0.6,40.0,Sunday,June
2004-06-27,8.0,1.0,56.0,Sunday,June
2004-06-27,9.0,1.6,104.0,Sunday,June
2004-06-27,10.0,1.9,121.0,Sunday,June
2004-06-27,11.0,1.7,100.0,Sunday,June
2004-06-27,12.0,1.1,59.0,Sunday,June
2004-06-27,13.0,0.8,42.0,Sunday,June
2004-06-27,14.0,0.7,38.0,Sunday,June
2004-06-27,15.0,0.7,40.0,Sunday,June
2004-06-27,16.0,1.2,70.0,Sunday,June
2004-06-27,17.0,1.6,95.0,Sunday,June
2004-06-27,18.0,1.6,90.0,Sunday,June
2004-06-27,19.0,1.7,90.0,Sunday,June
2004-06-27,20.0,2.0,111.0,Sunday,June
2004-06-27,21.0,2.3,135.0,Sunday,June
2004-06-27,22.0,2.4,146.0,Sunday,June
2004-06-27,23.0,1.7,100.0,Sunday,June
2004-06-28,0.0,1.2,69.0,Monday,June
2004-06-28,1.0,1.0,47.0,Monday,June
2004-06-28,2.0,0.6,26.0,Monday,June
2004-06-28,4.0,0.4,24.0,Monday,June
2004-06-28,5.0,0.5,55.0,Monday,June
2004-06-28,6.0,0.7,47.0,Monday,June
2004-06-28,7.0,3.2,209.0,Monday,June
2004-06-28,8.0,5.6,348.0,Monday,June
2004-06-28,9.0,4.6,337.0,Monday,June
2004-06-28,10.0,3.3,280.0,Monday,June
2004-06-28,11.0,2.1,169.0,Monday,June
2004-06-28,12.0,1.9,126.0,Monday,June
2004-06-28,13.0,1.9,108.0,Monday,June
2004-06-28,14.0,1.6,93.0,Monday,June
2004-06-28,15.0,2.0,112.0,Monday,June
2004-06-28,16.0,1.8,110.0,Monday,June
2004-06-28,17.0,2.9,188.0,Monday,June
2004-06-28,18.0,3.4,203.0,Monday,June
2004-06-28,19.0,3.1,167.0,Monday,June
2004-06-28,20.0,2.5,116.0,Monday,June
2004-06-28,21.0,1.8,89.0,Monday,June
2004-06-28,22.0,1.8,103.0,Monday,June
2004-06-28,23.0,2.0,100.0,Monday,June
2004-06-29,0.0,1.5,86.0,Tuesday,June
2004-06-29,1.0,0.8,52.0,Tuesday,June
2004-06-29,2.0,0.4,27.0,Tuesday,June
2004-06-29,5.0,0.5,42.0,Tuesday,June
2004-06-29,6.0,0.7,57.0,Tuesday,June
2004-06-29,7.0,3.4,228.0,Tuesday,June
2004-06-29,8.0,5.7,350.0,Tuesday,June
2004-06-29,9.0,3.2,232.0,Tuesday,June
2004-06-29,10.0,2.7,206.0,Tuesday,June
2004-06-29,11.0,2.1,159.0,Tuesday,June
2004-06-29,12.0,2.8,184.0,Tuesday,June
2004-06-29,13.0,2.5,136.0,Tuesday,June
2004-06-29,14.0,2.1,124.0,Tuesday,June
2004-06-29,15.0,2.5,133.0,Tuesday,June
2004-06-29,16.0,2.7,156.0,Tuesday,June
2004-06-29,17.0,3.7,200.0,Tuesday,June
2004-06-29,18.0,3.7,202.0,Tuesday,June
2004-06-29,19.0,4.6,286.0,Tuesday,June
2004-06-29,20.0,2.6,141.0,Tuesday,June
2004-06-29,21.0,2.5,117.0,Tuesday,June
2004-06-29,22.0,2.3,110.0,Tuesday,June
2004-06-29,23.0,2.2,100.0,Tuesday,June
2004-06-30,0.0,2.5,112.0,Wednesday,June
2004-06-30,1.0,0.9,35.0,Wednesday,June
2004-06-30,2.0,0.8,33.0,Wednesday,June
2004-06-30,4.0,0.5,28.0,Wednesday,June
2004-06-30,5.0,0.7,49.0,Wednesday,June
2004-06-30,6.0,0.9,81.0,Wednesday,June
2004-06-30,7.0,2.2,178.0,Wednesday,June
2004-06-30,8.0,2.8,223.0,Wednesday,June
2004-06-30,9.0,2.9,290.0,Wednesday,June
2004-06-30,10.0,2.9,274.0,Wednesday,June
2004-06-30,11.0,3.0,278.0,Wednesday,June
2004-06-30,12.0,2.5,152.0,Wednesday,June
2004-06-30,13.0,2.3,118.0,Wednesday,June
2004-06-30,14.0,2.1,141.0,Wednesday,June
2004-06-30,15.0,1.9,131.0,Wednesday,June
2004-06-30,16.0,2.3,171.0,Wednesday,June
2004-06-30,17.0,4.2,287.0,Wednesday,June
2004-06-30,18.0,4.9,267.0,Wednesday,June
2004-06-30,19.0,4.9,280.0,Wednesday,June
2004-06-30,20.0,3.5,224.0,Wednesday,June
2004-06-30,21.0,2.5,137.0,Wednesday,June
2004-06-30,22.0,2.5,118.0,Wednesday,June
2004-06-30,23.0,2.6,128.0,Wednesday,June
2004-07-01,0.0,2.3,111.0,Thursday,July
2004-07-01,1.0,1.5,66.0,Thursday,July
2004-07-01,2.0,0.9,36.0,Thursday,July
2004-07-01,4.0,0.6,31.0,Thursday,July
2004-07-01,5.0,0.8,75.0,Thursday,July
2004-07-01,6.0,0.9,66.0,Thursday,July
2004-07-01,7.0,2.4,154.0,Thursday,July
2004-07-01,8.0,3.9,239.0,Thursday,July
2004-07-01,9.0,2.9,246.0,Thursday,July
2004-07-01,10.0,2.7,261.0,Thursday,July
2004-07-01,11.0,2.0,179.0,Thursday,July
2004-07-01,12.0,2.4,159.0,Thursday,July
2004-07-01,13.0,2.0,111.0,Thursday,July
2004-07-01,14.0,1.8,101.0,Thursday,July
2004-07-01,15.0,1.9,118.0,Thursday,July
2004-07-01,16.0,1.8,120.0,Thursday,July
2004-07-01,17.0,2.9,177.0,Thursday,July
2004-07-01,18.0,3.3,186.0,Thursday,July
2004-07-01,19.0,4.4,235.0,Thursday,July
2004-07-01,20.0,3.4,195.0,Thursday,July
2004-07-01,21.0,1.9,106.0,Thursday,July
2004-07-01,22.0,2.1,107.0,Thursday,July
2004-07-01,23.0,2.5,134.0,Thursday,July
2004-07-02,0.0,2.3,117.0,Friday,July
2004-07-02,1.0,1.7,83.0,Friday,July
2004-07-02,2.0,1.5,77.0,Friday,July
2004-07-02,5.0,0.5,50.0,Friday,July
2004-07-02,6.0,0.8,60.0,Friday,July
2004-07-02,7.0,2.6,179.0,Friday,July
2004-07-02,8.0,4.9,300.0,Friday,July
2004-07-02,9.0,2.9,263.0,Friday,July
2004-07-02,10.0,2.8,265.0,Friday,July
2004-07-02,11.0,1.8,164.0,Friday,July
2004-07-02,12.0,1.8,122.0,Friday,July
2004-07-02,13.0,1.9,125.0,Friday,July
2004-07-02,14.0,1.7,125.0,Friday,July
2004-07-02,15.0,1.7,115.0,Friday,July
2004-07-02,16.0,1.9,162.0,Friday,July
2004-07-02,17.0,2.1,149.0,Friday,July
2004-07-02,18.0,2.4,161.0,Friday,July
2004-07-02,19.0,3.0,201.0,Friday,July
2004-07-02,20.0,2.8,209.0,Friday,July
2004-07-02,21.0,1.9,133.0,Friday,July
2004-07-02,22.0,2.1,133.0,Friday,July
2004-07-02,23.0,1.8,134.0,Friday,July
2004-07-03,0.0,2.5,164.0,Saturday,July
2004-07-03,1.0,1.1,72.0,Saturday,July
2004-07-03,2.0,0.7,50.0,Saturday,July
2004-07-03,4.0,0.4,27.0,Saturday,July
2004-07-03,5.0,0.7,74.0,Saturday,July
2004-07-03,6.0,0.7,69.0,Saturday,July
2004-07-03,7.0,1.8,162.0,Saturday,July
2004-07-03,8.0,2.3,208.0,Saturday,July
2004-07-03,9.0,1.9,168.0,Saturday,July
2004-07-03,10.0,1.7,139.0,Saturday,July
2004-07-03,11.0,1.3,104.0,Saturday,July
2004-07-03,12.0,1.5,99.0,Saturday,July
2004-07-03,13.0,1.3,89.0,Saturday,July
2004-07-03,14.0,0.8,57.0,Saturday,July
2004-07-03,15.0,0.8,64.0,Saturday,July
2004-07-03,16.0,1.1,65.0,Saturday,July
2004-07-03,17.0,1.2,79.0,Saturday,July
